,branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp
65,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,cbea07ee944e05e13c351ed430b8d6dc4ef2c8fbc020eebc889eac7d4010d9b3,1916.5606899261481,,keypress,TxRsp,31810,,text-response,"could only tell b vs p based on duration of last part of sound, so that's what i used to tell the difference although it was hard",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,32158,424,Tone_word_debrief,Tone,cbea0,EXP8c
66,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,bb761133aff4f74fbe2b159086ec3f722b068f04001a23ad9f33f62a7e11f67e,2027.0975630283358,False,click,tone_or_word,11666,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,11669,423,Tone_word_debrief,Tone,bb761,EXP8c
67,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,bb761133aff4f74fbe2b159086ec3f722b068f04001a23ad9f33f62a7e11f67e,2027.0975630283358,,keypress,TxRsp,28501,,text-response,I feel one musical tone is longer and one is shorter,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,28599,424,Tone_word_debrief,Tone,bb761,EXP8c
68,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,5f8f2a5d83be0ebd0fea29fa3872bd6d112bfe4a946c91d72a472e673434da24,2126.461858987808,False,click,tone_or_word,16717,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,16719,423,Tone_word_debrief,Tone,5f8f2,EXP8c
69,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,5f8f2a5d83be0ebd0fea29fa3872bd6d112bfe4a946c91d72a472e673434da24,2126.461858987808,,keypress,TxRsp,48635,,text-response,"they were musical tones to me, one of the sounded slightly longer and more smooth",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,48640,424,Tone_word_debrief,Tone,5f8f2,EXP8c
70,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,8560adbd5e45d7aff7e037640491dcb9939a3ead0fa5cd00f08bd926c50f7d6d,2400.798967123032,False,click,tone_or_word,7172,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,7174,423,Tone_word_debrief,Tone,8560a,EXP8c
71,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,8560adbd5e45d7aff7e037640491dcb9939a3ead0fa5cd00f08bd926c50f7d6d,2400.798967123032,,keypress,TxRsp,21907,,text-response,I felt the inflection of the tones was different and couldnâ€™t hear the word,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,21910,424,Tone_word_debrief,Tone,8560a,EXP8c
72,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,400749b5a7ce4d599efdbda155b0d943fe8ac724301bdd9440ff5de22967df1f,2223.1236808300023,False,click,tone_or_word,8494,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,8496,435,Tone_word_debrief,Tone,40074,EXP8c
73,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,400749b5a7ce4d599efdbda155b0d943fe8ac724301bdd9440ff5de22967df1f,2223.1236808300023,,keypress,TxRsp,28010,,text-response,I would be able to switch if my mind was thinking of the word lap or lab and I would pick the one I was thinking of.,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,28012,436,Tone_word_debrief,Tone,40074,EXP8c
74,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,49aecf7a0752f02c4023c7a7eb2e4aba80e357112fb1df6c285a7ade893a0428,2054.7306561470027,False,click,tone_or_word,1960,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,1963,423,Tone_word_debrief,Tone,49aec,EXP8c
75,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,49aecf7a0752f02c4023c7a7eb2e4aba80e357112fb1df6c285a7ade893a0428,2054.7306561470027,,keypress,TxRsp,43157,,text-response,"lab vs lap. if the ending had a ""hard"" ending, I said it was lap, vs. soft I put lab",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,43160,424,Tone_word_debrief,Tone,49aec,EXP8c
76,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,aaf24b1f8783b235cdadfb3f4f81b4b0932a967f19fe18cebdc388b3e7eb18f3,2121.661278963089,False,click,tone_or_word,18637,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,18640,423,Tone_word_debrief,Tone,aaf24,EXP8c
77,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,aaf24b1f8783b235cdadfb3f4f81b4b0932a967f19fe18cebdc388b3e7eb18f3,2121.661278963089,,keypress,TxRsp,59712,,text-response,I percieved lap as a short as a sharp sound while lab was percieved as curved and drawn out,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,59715,424,Tone_word_debrief,Tone,aaf24,EXP8c
78,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,558e8bcc178ece1d62f932c5209cb869e88a2f89e0a60e4a366ca069adedbc1b,1988.7800397872925,False,click,tone_or_word,8737,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,8739,423,Tone_word_debrief,Tone,558e8,EXP8c
79,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,558e8bcc178ece1d62f932c5209cb869e88a2f89e0a60e4a366ca069adedbc1b,1988.7800397872925,,keypress,TxRsp,28819,,text-response,"They didnt have any word tied to them, they only sounded like 2 different tones that had different lengths.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,28821,424,Tone_word_debrief,Tone,558e8,EXP8c
80,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9e53171b0dcf119a44e8637c3196bade40263a7917d798a2053024ea80761c9c,2208.810430049896,False,click,tone_or_word,8419,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,8423,423,Tone_word_debrief,Tone,9e531,EXP8c
81,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,9e53171b0dcf119a44e8637c3196bade40263a7917d798a2053024ea80761c9c,2208.810430049896,,keypress,TxRsp,13226,,text-response,It didn't sound like lab or lap to me.,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,13229,424,Tone_word_debrief,Tone,9e531,EXP8c
82,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d759bb063270724dc3273a57045ddd551a118d960954f22c52a332a9385aafbc,1822.4353811740875,False,click,tone_or_word,8596,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,8602,423,Tone_word_debrief,Tone,d759b,EXP8c
83,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d759bb063270724dc3273a57045ddd551a118d960954f22c52a332a9385aafbc,1822.4353811740875,,keypress,TxRsp,28161,,text-response,"The sounds did not feel like they were ""shaped"" like lab or lap, despite them being slightly different",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,28164,424,Tone_word_debrief,Tone,d759b,EXP8c
84,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,62ec769f5695a6d4d64df6125090ef409ee5c1e9747c0ac161b7559c7ed20e89,2301.080215930939,False,click,tone_or_word,12780,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,12782,435,Tone_word_debrief,Tone,62ec7,EXP8c
85,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,62ec769f5695a6d4d64df6125090ef409ee5c1e9747c0ac161b7559c7ed20e89,2301.080215930939,,keypress,TxRsp,13601,,text-response,that is what you were asking us to hear,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,13604,436,Tone_word_debrief,Tone,62ec7,EXP8c
86,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,58ba4d4fb1eed587db32b5754242b038c92f34334157737661797d16a4d46018,2657.408222913742,False,click,tone_or_word,11334,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,11337,435,Tone_word_debrief,Tone,58ba4,EXP8c
87,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,58ba4d4fb1eed587db32b5754242b038c92f34334157737661797d16a4d46018,2657.408222913742,,keypress,TxRsp,110349,,text-response,"I heard them more as musical tones, rather than as ""lab"" and ""lap."" In other words, I relied on the length of the musical tones to distinguish whether they were ""lab,"" a longer note,  or ""lap,"" the shorter note.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,110351,436,Tone_word_debrief,Tone,58ba4,EXP8c
88,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0f82e5f481b7e8eb65f921f60343be72d36564ecf26c542529e4cb64d010c09c,2108.23991894722,False,click,tone_or_word,11327,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,11330,423,Tone_word_debrief,Tone,0f82e,EXP8c
89,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,0f82e5f481b7e8eb65f921f60343be72d36564ecf26c542529e4cb64d010c09c,2108.23991894722,,keypress,TxRsp,55062,,text-response,I personally think the 'a' in lab and lap sound the same especially when I say them out loud so I differentiated them through tones instead.,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,55064,424,Tone_word_debrief,Tone,0f82e,EXP8c
90,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d816b5e454def41224c9ce03802e71f41efc0ba91a3491387cc3043eaea74ae4,2146.5496218204503,False,click,tone_or_word,7204,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,7208,423,Tone_word_debrief,Tone,d816b,EXP8c
91,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d816b5e454def41224c9ce03802e71f41efc0ba91a3491387cc3043eaea74ae4,2146.5496218204503,,keypress,TxRsp,40360,,text-response,"I could not eel the sound as either of the words, they were just musical tones that had a slight difference",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,40364,424,Tone_word_debrief,Tone,d816b,EXP8c
92,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,b85ff278f5b1092cc490071467366da4bef3b2773eab92ace46503c40a6c4ae2,2644.362780094147,False,click,tone_or_word,12054,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,12059,435,Tone_word_debrief,Tone,b85ff,EXP8c
93,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,b85ff278f5b1092cc490071467366da4bef3b2773eab92ace46503c40a6c4ae2,2644.362780094147,,keypress,TxRsp,47808,,text-response,To me it was solely musical tones. There was a beat but i did not feel the sounds as being lab and lap.,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,47814,436,Tone_word_debrief,Tone,b85ff,EXP8c
94,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d88eb8a2627f3bce312c623412f3982e37beb1c029ad5f29ddeeafec917e2f99,2387.0976469516754,False,click,tone_or_word,17099,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,17103,423,Tone_word_debrief,Tone,d88eb,EXP8c
95,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,d88eb8a2627f3bce312c623412f3982e37beb1c029ad5f29ddeeafec917e2f99,2387.0976469516754,,keypress,TxRsp,35079,,text-response,It sounds like musical tones and with regular rhythm,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,35178,424,Tone_word_debrief,Tone,d88eb,EXP8c
96,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,489cac8395433cc89254b8ae5ec25661901a8d86248b9359affbcae918b3a5f5,2382.22069311142,False,click,tone_or_word,9237,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,9248,435,Tone_word_debrief,Tone,489ca,EXP8c
97,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,489cac8395433cc89254b8ae5ec25661901a8d86248b9359affbcae918b3a5f5,2382.22069311142,,keypress,TxRsp,39610,,text-response,"I heard musical tones that sounded like they were reverberating the words lab and lap, but eventually they stopped sounding like music tones, and more like words.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,39619,436,Tone_word_debrief,Tone,489ca,EXP8c
98,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,85f0917e33356f57e5a73060188a4563d62ae2a75824b1943bba1d8a7020bf02,2507.4692640304565,False,click,tone_or_word,6097,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,6100,435,Tone_word_debrief,Tone,85f09,EXP8c
99,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,85f0917e33356f57e5a73060188a4563d62ae2a75824b1943bba1d8a7020bf02,2507.4692640304565,,keypress,TxRsp,14389,,text-response,calm,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,14391,436,Tone_word_debrief,Tone,85f09,EXP8c
100,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,9c7875ebdf5b71a709e04953b5a7701da5f8278ac48d8e488ac02a532894e9fe,2369.3102388381963,False,click,tone_or_word,7133,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,7136,423,Tone_word_debrief,Tone,9c787,EXP8c
101,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,9c7875ebdf5b71a709e04953b5a7701da5f8278ac48d8e488ac02a532894e9fe,2369.3102388381963,,keypress,TxRsp,25198,,text-response,I did not hear any words. I just heard a tones that sounded slightly different from each other but not enough to differentiate,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,25202,424,Tone_word_debrief,Tone,9c787,EXP8c
102,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,6ce60adeb6e9b877826599ab39c3b088ce2c62e9fc1673405b71b597937b8606,2094.095845937729,False,click,tone_or_word,13782,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,13817,435,Tone_word_debrief,Tone,6ce60,EXP8c
103,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,6ce60adeb6e9b877826599ab39c3b088ce2c62e9fc1673405b71b597937b8606,2094.095845937729,,keypress,TxRsp,25277,,text-response,i cant recognize the lab and lap difference,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,25297,436,Tone_word_debrief,Tone,6ce60,EXP8c
104,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,0ed6d427ac8c7ce9f22041ff8d41da728aa914d05f5769ddc67da2ec0287e1e0,2158.851804971695,False,click,tone_or_word,11379,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,11382,423,Tone_word_debrief,Tone,0ed6d,EXP8c
105,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,0ed6d427ac8c7ce9f22041ff8d41da728aa914d05f5769ddc67da2ec0287e1e0,2158.851804971695,,keypress,TxRsp,68584,,text-response,"The tone that was played for lab was longer as the way you would pronounce the word lab, elongating the 'a' vowel while the tone for lap was very short and almost felt like it was being cut in half in comparison to the sound for lab.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,68592,424,Tone_word_debrief,Tone,0ed6d,EXP8c
106,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,69689ab5747708a7e2cffcfab6f3472c0c5dc7aed9e378eed308392ef2e0de4b,3859.4194388389587,False,click,tone_or_word,25319,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,25328,435,Tone_word_debrief,Tone,69689,EXP8c
107,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,69689ab5747708a7e2cffcfab6f3472c0c5dc7aed9e378eed308392ef2e0de4b,3859.4194388389587,,keypress,TxRsp,70975,,text-response,"I thought that the words were musical tones, because lap and lab were hard to differentiate from each other.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,70980,436,Tone_word_debrief,Tone,69689,EXP8c
108,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,4e6ded33c7278ac89e58ec09ff17def71b27ae245924593c1b465befae3dc9a7,6468.454480171204,False,click,tone_or_word,10720,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,10729,423,Tone_word_debrief,Tone,4e6de,EXP8c
109,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,4e6ded33c7278ac89e58ec09ff17def71b27ae245924593c1b465befae3dc9a7,6468.454480171204,,keypress,TxRsp,23527,,text-response,i tried to imagine someone saying the words,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,23538,424,Tone_word_debrief,Tone,4e6de,EXP8c
110,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,085e4485dd0c49dd161bfce5917a7ec5d9475532efe0a0316aa01ae495c2994b,3571.066705942154,False,click,tone_or_word,10751,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,10760,423,Tone_word_debrief,Tone,085e4,EXP8c
111,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,085e4485dd0c49dd161bfce5917a7ec5d9475532efe0a0316aa01ae495c2994b,3571.066705942154,,keypress,TxRsp,136648,,text-response,"I perceived them more as musical tones. There was a slight difference in length. ""Lab"" was longer than ""lap"", so I just associated the longer sound with ""lab"" and the shorter sound with ""lap"". I also pictured ""lab"" going in a ""U"" shape while ""lap"" sounded as if it was cutoff.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,136654,424,Tone_word_debrief,Tone,085e4,EXP8c
112,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,fb14735ec78516bcf9224e95bb990d51b802731caf3975701007e3c5ee6d2160,2598.5367031097408,False,click,tone_or_word,11511,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,11515,423,Tone_word_debrief,Tone,fb147,EXP8c
113,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,fb14735ec78516bcf9224e95bb990d51b802731caf3975701007e3c5ee6d2160,2598.5367031097408,,keypress,TxRsp,69463,,text-response,"i couldn't identify any actual letter sounds, B I identify as a ""hard sound"" and p as a soft but the ending of the words when changed didn't have either of those",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,69467,424,Tone_word_debrief,Tone,fb147,EXP8c
114,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7effe65d9b27ee53921cf3c6cfd69f948dc9ee0e314bed846d803c7d5f8b6a11,2083.589346170425,False,click,tone_or_word,18374,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,18376,423,Tone_word_debrief,Tone,7effe,EXP8c
115,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,7effe65d9b27ee53921cf3c6cfd69f948dc9ee0e314bed846d803c7d5f8b6a11,2083.589346170425,,keypress,TxRsp,39107,,text-response,I only head musical tones like a ding sound much nothing much to it aside from that.,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,39111,424,Tone_word_debrief,Tone,7effe,EXP8c
116,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,c47ae907357c0d96088ae8da334ab4e99c1c15d21d18eaf81d6f834049d4f730,1984.801421880722,False,click,tone_or_word,5929,[],choice-response,Lab or Lap,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,5933,435,Tone_word_debrief,Tone,c47ae,EXP8c
117,fail,6345b7f49677d36bd07c5a10,EXP8c_JF,0,c47ae907357c0d96088ae8da334ab4e99c1c15d21d18eaf81d6f834049d4f730,1984.801421880722,,keypress,TxRsp,13374,,text-response,It sounded like it,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,13377,436,Tone_word_debrief,Tone,c47ae,EXP8c
118,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,192b3a907a2c4043c328d842f35404d580ad136c37ce2712f201ae71dffb41c3,3303.1720399856567,False,click,tone_or_word,12794,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,12799,423,Tone_word_debrief,Tone,192b3,EXP8c
119,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,192b3a907a2c4043c328d842f35404d580ad136c37ce2712f201ae71dffb41c3,3303.1720399856567,,keypress,TxRsp,31128,,text-response,"Lab sounded elongated 
Lap sounded short",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,31132,424,Tone_word_debrief,Tone,192b3,EXP8c
120,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,d900d587ba17a4760976e631843876a7e88556559b3229bd500eb36af82a8379,2466.3254969120026,False,click,tone_or_word,15191,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,15205,423,Tone_word_debrief,Tone,d900d,EXP8c
121,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,d900d587ba17a4760976e631843876a7e88556559b3229bd500eb36af82a8379,2466.3254969120026,,keypress,TxRsp,101894,,text-response,"I perceived them more as musical tones. In all honesty, I couldn't hear the distinction when I tried listening to the sounds as words, I couldn't pick apart the  'b' and the 'p'. Once I stopped trying to hear for that difference, I was able to get a different feel for the sounds.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,101905,424,Tone_word_debrief,Tone,d900d,EXP8c
122,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,f767aee16df88d92f91268667aa6371f3c287c6f11f62c514e2aaa4eed0641a2,2548.335920095444,False,click,tone_or_word,10025,[],choice-response,Musical Tones,635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief3,10028,435,Tone_word_debrief,Tone,f767a,EXP8c
123,fail,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,f767aee16df88d92f91268667aa6371f3c287c6f11f62c514e2aaa4eed0641a2,2548.335920095444,,keypress,TxRsp,22982,,text-response,"To me, it just felt like tones. I could not really hear the word.",635300ef7f3ee915ba688e53,2022-10-21 16:28:31-04:00,debrief4,23082,436,Tone_word_debrief,Tone,f767a,EXP8c
124,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c3d0d9c4b75573ef21fdfa98cde13a0127fd8bea0c15a0f707b4a737d90c3584,2060.9041941165924,False,click,tone_or_word,10840,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,10844,423,Tone_word_debrief,Tone,c3d0d,EXP8c
125,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,c3d0d9c4b75573ef21fdfa98cde13a0127fd8bea0c15a0f707b4a737d90c3584,2060.9041941165924,,keypress,TxRsp,80926,,text-response,"Personally, I really couldn't hear the words through the tone. Instead, I perceived lap as a shorter tone and lab as a longer tone. Although I didn't hear the words within the tone, I used the differences between both tones to relate them to their actual word.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,80934,424,Tone_word_debrief,Tone,c3d0d,EXP8c
126,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,18b6b6f7dd80c51c627c149f626cf786ec19ea58f6d7a9b787978dc69d8a3238,2069.4884560108185,False,click,tone_or_word,6040,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,6050,423,Tone_word_debrief,Tone,18b6b,EXP8c
127,pass,6345b7f49677d36bd07c5a10,EXP8c_FJ,0,18b6b6f7dd80c51c627c149f626cf786ec19ea58f6d7a9b787978dc69d8a3238,2069.4884560108185,,keypress,TxRsp,91274,,text-response,Although i used criteria to differentiate the two its not the same criteria  i would use to normally do so,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,91283,424,Tone_word_debrief,Tone,18b6b,EXP8c
128,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a0bba3a05c6ee42ca61ef12556f3d77184d360111236283cda50f53017d94a46,2208.2248928546906,False,click,tone_or_word,6346,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,6419,423,Tone_word_debrief,Tone,a0bba,EXP8c
129,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,a0bba3a05c6ee42ca61ef12556f3d77184d360111236283cda50f53017d94a46,2208.2248928546906,,keypress,TxRsp,33773,,text-response,"I did not hear lab or lap. It was musical tones, and I generated clues as to which sounds corresponded with lab or lap.",63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief4,33816,424,Tone_word_debrief,Tone,a0bba,EXP8c
130,pass,6345b7f49677d36bd07c5a10,EXP8c_JF,0,8bacfbc9162f66d3b6e1b084cd745aef30c2909c5eea1bf3abb37b8aefab8c1c,2773.594545841217,False,click,tone_or_word,15137,[],choice-response,Musical Tones,63769574ee2f0792ad9a3641,2022-11-17 15:11:32-05:00,debrief3,15138,423,Tone_word_debrief,Tone,8bacf,EXP8c
